,Response,Test Stim,Test Speed,Correct,Time
0,left,mirror,38.0,False,1.275071620941162
1,left,log,30.0,False,0.3502771854400635
2,left,mirror,54.0,False,0.25049328804016113
3,left,log,30.0,False,0.6584560871124268
4,left,mirror,70.0,False,1.2576897144317627
5,left,log,-10.0,True,1.0763478279113772
6,left,mirror,-2.0,True,0.7732779979705809
7,left,log,46.0,False,0.8481154441833496
8,left,mirror,-10.0,True,0.7151114940643309
9,right,mirror,70.0,True,0.6034657955169678
10,left,log,-10.0,True,0.5746679306030273
11,left,log,-2.0,True,0.4786057472229004
12,right,log,46.0,True,0.5043647289276123
13,left,log,22.0,False,0.5637414455413818
14,right,mirror,46.0,True,0.5432188510894775
15,left,log,22.0,False,0.5875389575958252
16,left,mirror,22.0,False,0.6163468360900879
17,left,mirror,6.0,False,0.6196498870849609
18,left,log,14.0,False,0.6870739459991455
19,right,log,38.0,True,0.4677491188049317
20,right,log,38.0,True,0.4798078536987305
21,right,mirror,54.0,True,0.5110318660736084
22,right,mirror,62.0,True,0.5377385616302489
23,left,mirror,46.0,False,0.5320751667022705
24,left,log,6.0,False,0.5634784698486328
25,right,log,46.0,True,0.4436664581298828
26,left,log,-2.0,True,0.4817395210266113
27,right,log,22.0,True,0.4636731147766113
28,left,mirror,-10.0,True,0.5891880989074707
29,left,log,14.0,False,0.5378706455230713
30,right,log,70.0,True,0.4507665634155274
31,left,log,6.0,False,0.4564754962921143
32,right,log,62.0,True,0.41346621513366705
33,right,mirror,70.0,True,0.5697822570800781
34,left,mirror,22.0,False,0.7114734649658203
35,left,log,-10.0,True,0.5123486518859863
36,left,mirror,6.0,False,0.613267183303833
37,left,mirror,22.0,False,0.5041689872741699
38,left,log,38.0,False,0.5519247055053711
39,right,mirror,62.0,True,0.4361567497253418
40,left,mirror,6.0,False,0.4345035552978516
41,right,mirror,70.0,True,0.4163830280303955
42,left,mirror,22.0,False,0.4998478889465332
43,right,mirror,30.0,True,0.4104263782501221
44,left,log,70.0,False,0.3528971672058105
45,left,mirror,30.0,False,0.7680315971374512
46,left,mirror,-2.0,True,0.6419658660888672
47,left,mirror,14.0,False,0.606764554977417
48,left,log,-10.0,True,0.5629968643188477
49,right,mirror,38.0,True,0.6578423976898193
50,right,mirror,46.0,True,0.4667742252349854
51,left,mirror,-2.0,True,0.5071551799774171
52,left,log,-2.0,True,0.4791862964630127
53,left,log,14.0,False,0.5624384880065918
54,right,log,46.0,True,0.422736406326294
55,right,mirror,62.0,True,0.6074361801147461
56,right,mirror,54.0,True,0.8602993488311768
57,left,log,30.0,False,0.6933779716491699
58,left,log,-10.0,True,0.5839157104492188
59,left,log,-10.0,True,0.5112798213958739
60,left,mirror,-2.0,True,0.6078059673309326
61,right,mirror,62.0,True,0.5007114410400391
62,left,mirror,38.0,False,0.8757994174957275
